config,arm,seed,participation_rate,basin,honest_given_rating,attacks_attempted_stored,total_ratings_final_ep,mean_score_stored,attacks_attempted,attacks_blocked,hold_rate,rho_defined,rho_stored,rho_recomputed,rho_matches_stored,mae_stored,score_std,n_distinct_scores,qual_std,n_score_points,rescore_ok
c2,A,12,0.585925,adversarial-dominant,0.0,2,99,0.8034458954521064,452,140,0.30973451327433627,1,0.04889220354626703,0.04889220354626703,1,0.1986690574325241,0.1879846113433999,379,0.12266628813573002,400,1
c2,A,13,0.767625,honest-dominant,1.0,0,1548,0.8069931498553695,0,0,,1,0.9264102900643129,0.9264102900643129,1,0.0346946485999228,0.12975554343786452,400,0.12266628813573002,400,1
c2,A,14,0.22905,honest-dominant,1.0,0,424,0.7829747612753897,0,0,,1,0.669636622728892,0.669636622728892,1,0.08546084486189566,0.12903139748633052,400,0.12266628813573002,400,1
c2,A,15,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,A,16,0.40855,honest-dominant,1.0,0,815,0.8202071775892262,0,0,,1,0.8798608741304632,0.8798608741304632,1,0.04541882223115836,0.12900368589174926,400,0.12266628813573002,400,1
c2,A,17,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c2,A,18,0.999675,honest-dominant,1.0,0,1999,0.750608206008499,0,0,,1,0.8942377139857123,0.8942377139857123,1,0.06658560641850157,0.11285072370496733,400,0.12266628813573002,400,1
c2,A,19,0.012425,adversarial-dominant,0.0,500,0,0.5,9503,9497,0.9993686204356519,1,0.040358834447248894,0.040358834447248894,1,0.30980255429149745,0.04426356747092308,12,0.12266628813573002,400,1
c2,A,20,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c2,A,21,1.0,honest-dominant,1.0,0,2000,0.5392601985933173,0,0,,1,0.23636585228657675,0.23636585228657675,1,0.26253934148927555,0.054641801796509036,400,0.12266628813573002,400,1
c2,A,22,0.914725,honest-dominant,1.0,0,1851,0.742056968303449,0,0,,1,0.8624208276301726,0.8624208276301726,1,0.0848768944541981,0.10367665008305464,400,0.12266628813573002,400,1
c2,A,23,1.0,honest-dominant,1.0,0,2000,0.6276810655891769,0,0,,1,0.700439690248064,0.700439690248064,1,0.167686734504041,0.0809136042437154,400,0.12266628813573002,400,1
c2,A,24,0.0488,honest-dominant,1.0,0,77,0.2763576645253343,0,0,,1,-0.5063388592494074,-0.5063388592494074,1,0.5208460511010304,0.15786909712008512,394,0.12266628813573002,400,1
c2,A,25,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,A,26,1.0,adversarial-dominant,0.0,0,159,0.9425845668143339,0,0,,1,0.00018093863086644292,0.00018093863086644292,1,0.14653701207462316,0.02643219281617176,400,0.12266628813573002,400,1
c2,A,27,0.015025,honest-dominant,1.0,0,31,0.3864968857693219,0,0,,1,-0.32192033506788414,-0.32192033506788414,1,0.4407973260823069,0.15578722757642338,134,0.12266628813573002,400,1
c2,A,28,0.23475,adversarial-dominant,0.0,32,29,0.3177202797416321,610,110,0.18032786885245902,1,-0.09709864382225593,-0.09709864382225593,1,0.4935045222128727,0.11460398720648267,181,0.12266628813573002,400,1
c2,A,29,0.575725,honest-dominant,1.0,0,1152,0.20272029184921872,0,0,,1,-0.9024879530497065,-0.9024879530497065,1,0.5943318925649185,0.12726640366354672,400,0.12266628813573002,400,1
c2,B,0,1.0,honest-dominant,1.0,0,2000,0.3616758086877677,0,0,,1,-0.6024112650704065,-0.6024112650704065,1,0.4293370105845027,0.07604747204049113,400,0.12266628813573002,400,1
c2,B,1,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c2,B,2,1.0,honest-dominant,1.0,0,2000,0.28317111466750366,0,0,,1,-0.7895550597191231,-0.7895550597191231,1,0.49655104142143586,0.09662331811426397,400,0.12266628813573002,400,1
c2,B,3,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,B,4,1.0,honest-dominant,1.0,0,2000,0.3311364690074025,0,0,,1,-0.7667899799373746,-0.7667899799373746,1,0.4627585823716206,0.08403370226104828,400,0.12266628813573002,400,1
c2,B,5,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,B,6,1.0,honest-dominant,1.0,0,2000,0.3171034986959854,0,0,,1,-0.78229107681923,-0.78229107681923,1,0.46592823897427516,0.08338019735457258,400,0.12266628813573002,400,1
c2,B,7,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,B,8,1.0,honest-dominant,1.0,0,2000,0.3092669016277807,0,0,,1,-0.7509616935105845,-0.7509616935105845,1,0.4670572433288935,0.09488334966426129,400,0.12266628813573002,400,1
c2,B,9,1.0,honest-dominant,1.0,0,2000,0.5968171880285797,0,0,,1,0.5032516453227832,0.5032516453227832,1,0.22388127569520727,0.062066919844566214,400,0.12266628813573002,400,1
c2,B,10,1.0,mixed,0.871275,0,1769,0.24550853731008376,0,0,,1,-0.8894359964749778,-0.8894359964749778,1,0.5492786346245806,0.11969960815069018,400,0.12266628813573002,400,1
c2,B,11,1.0,honest-dominant,1.0,0,2000,0.3792199198556995,0,0,,1,-0.5673159207245044,-0.5673159207245044,1,0.40428121617281876,0.06282549167338641,400,0.12266628813573002,400,1
c2,B,12,1.0,honest-dominant,1.0,0,2000,0.33200785224954066,0,0,,1,-0.686214163838524,-0.686214163838524,1,0.4597716249394672,0.08232681655095789,400,0.12266628813573002,400,1
c2,B,13,0.99995,honest-dominant,1.0,0,2000,0.8130772100834565,1,1,1.0,1,0.939646185288658,0.939646185288658,1,0.031222289407356624,0.12879490043664027,400,0.12266628813573002,400,1
c2,B,14,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.9217831361446007,-0.9217831361446007,1,0.5932281393245802,0.12714432677418303,400,0.12266628813573002,400,1
c2,B,15,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c2,B,16,1.0,honest-dominant,1.0,0,2000,0.6202088975552985,0,0,,1,0.5836330227063918,0.5836330227063918,1,0.19686201562648592,0.06664012809702755,400,0.12266628813573002,400,1
c2,B,17,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,B,18,1.0,honest-dominant,1.0,0,2000,0.5805804617901279,0,0,,1,0.4913505709410683,0.4913505709410683,1,0.23771415377672306,0.06260500077436766,400,0.12266628813573002,400,1
c2,B,19,1.0,honest-dominant,1.0,0,2000,0.33342243278544703,0,0,,1,-0.6805598784992406,-0.6805598784992406,1,0.45400091560779715,0.08072407182018275,400,0.12266628813573002,400,1
c2,B,20,1.0,honest-dominant,1.0,0,2000,0.7371311690642284,0,0,,1,0.8618738867117919,0.8618738867117919,1,0.086580244116178,0.0987720705949705,400,0.12266628813573002,400,1
c2,B,21,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,B,22,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,B,23,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,B,24,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,B,25,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c2,B,26,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c2,B,27,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c2,B,28,1.0,honest-dominant,1.0,0,2000,0.21405457220697427,0,0,,1,-0.9001078131738323,-0.9001078131738323,1,0.5735831120806771,0.12105384870537177,400,0.12266628813573002,400,1
c2,B,29,1.0,honest-dominant,1.0,0,2000,0.19779304097966377,0,0,,1,-0.9164939155869724,-0.9164939155869724,1,0.5864496290360788,0.12456217394704301,400,0.12266628813573002,400,1
c3,A,0,0.671175,honest-dominant,1.0,0,1341,0.7534417230092219,0,0,,1,0.8361451634072711,0.8361451634072711,1,0.08155262899751259,0.10957685149804969,400,0.12266628813573002,400,1
c3,A,1,0.777475,honest-dominant,1.0,0,1581,0.8180227445868674,0,0,,1,0.934040650254064,0.934040650254064,1,0.03277266116723231,0.13073554534480658,400,0.12266628813573002,400,1
c3,A,2,0.617525,honest-dominant,1.0,0,1239,0.8154877308007926,0,0,,1,0.9162421015131343,0.9162421015131343,1,0.03675646062314833,0.12947922492430833,400,0.12266628813573002,400,1
c3,A,3,0.586825,honest-dominant,1.0,0,1184,0.7866470985004392,0,0,,1,0.8561989762436014,0.8561989762436014,1,0.05298529800268412,0.11574519408981074,400,0.12266628813573002,400,1
c3,A,4,0.604675,honest-dominant,1.0,0,1212,0.8158877866587394,0,0,,1,0.9299604372527327,0.9299604372527327,1,0.03425980746307133,0.13019156987482694,400,0.12266628813573002,400,1
c3,A,5,0.57275,honest-dominant,1.0,0,1149,0.8084760178588415,0,0,,1,0.9041173382333638,0.9041173382333638,1,0.040410204360961564,0.1313868702421367,400,0.12266628813573002,400,1
c3,A,6,0.386375,honest-dominant,1.0,0,766,0.5339251043411919,3,0,0.0,1,0.1989428683929274,0.1989428683929274,1,0.2779487435041929,0.08946686562880828,400,0.12266628813573002,400,1
c3,A,7,0.29735,honest-dominant,1.0,4,941,0.8103621478255156,72,60,0.8333333333333334,1,0.8114124463277894,0.8114124463277894,1,0.06020911047965699,0.13538680748691972,400,0.12266628813573002,400,1
c3,A,8,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c3,A,9,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c3,A,10,0.609875,honest-dominant,1.0,0,1242,0.3833864208964663,1,1,1.0,1,-0.5632797704985655,-0.5632797704985655,1,0.426277190707517,0.08375214727411023,400,0.12266628813573002,400,1
c3,A,11,0.556575,honest-dominant,1.0,0,1110,0.7573000645371835,0,0,,1,0.8028693304333152,0.8028693304333152,1,0.08405717608788012,0.11177219160705713,400,0.12266628813573002,400,1
c3,A,12,0.59975,honest-dominant,1.0,0,1196,0.3096899114573154,0,0,,1,-0.7046719666997919,-0.7046719666997919,1,0.4855857953118958,0.0927441988740936,400,0.12266628813573002,400,1
c3,A,13,0.55935,honest-dominant,1.0,0,1133,0.7213029515034213,0,0,,1,0.8145195282470515,0.8145195282470515,1,0.07394654160514393,0.11681693215814151,400,0.12266628813573002,400,1
c3,A,14,0.523825,honest-dominant,1.0,0,1046,0.8193937634178022,0,0,,1,0.9034533965837286,0.9034533965837286,1,0.03878270228103189,0.12361341059272186,400,0.12266628813573002,400,1
c3,A,15,0.2453,honest-dominant,1.0,4,507,0.7873885177405193,82,60,0.7317073170731707,1,0.8147104044400276,0.8147104044400276,1,0.060436867021901805,0.13850061639904837,400,0.12266628813573002,400,1
c3,A,16,0.96695,honest-dominant,0.9545219504627954,0,1873,0.1863492593663302,0,0,,1,-0.917134982093638,-0.917134982093638,1,0.5957833651504909,0.12476044155094206,400,0.12266628813573002,400,1
c3,A,17,0.432275,honest-dominant,1.0,0,882,0.49650752671066434,0,0,,1,0.09663810398814991,0.09663810398814991,1,0.30066453046161956,0.07644146620588028,400,0.12266628813573002,400,1
c3,A,18,0.52085,honest-dominant,1.0,0,1012,0.7791496992460848,6,5,0.8333333333333334,1,0.8676826730167062,0.8676826730167062,1,0.050968622637523504,0.11875295775113177,400,0.12266628813573002,400,1
c3,A,19,1.0,honest-dominant,1.0,0,2000,0.2576954237228677,0,0,,1,-0.8619066994168713,-0.8619066994168713,1,0.5289103815390317,0.10313373821987566,400,0.12266628813573002,400,1
c3,A,20,0.710625,honest-dominant,1.0,0,1386,0.3073920543911674,1,1,1.0,1,-0.8294971218570116,-0.8294971218570116,1,0.4947790683872323,0.1040748712846699,400,0.12266628813573002,400,1
c3,A,21,0.508625,honest-dominant,1.0,0,1011,0.8089192038519194,0,0,,1,0.8975626722667016,0.8975626722667016,1,0.04240522816382088,0.13079938098701122,400,0.12266628813573002,400,1
c3,A,22,0.50355,honest-dominant,1.0,0,1044,0.19540300589614037,8,7,0.875,1,-0.8770806067537922,-0.8770806067537922,1,0.5895752975461231,0.12504852901871522,400,0.12266628813573002,400,1
c3,A,23,0.52395,honest-dominant,1.0,0,1261,0.1932199224785216,14,14,1.0,1,-0.8606995668722929,-0.8606995668722929,1,0.5883537746395074,0.12723707463611847,400,0.12266628813573002,400,1
c3,A,24,0.8214,honest-dominant,1.0,0,1642,0.2967210432367663,0,0,,1,-0.8042530890818067,-0.8042530890818067,1,0.49648746979578257,0.0924519224080438,400,0.12266628813573002,400,1
c3,A,25,0.292575,honest-dominant,1.0,3,611,0.29589200132572524,23,0,0.0,1,-0.6380889880561753,-0.6380889880561753,1,0.4950181343911561,0.11351292495914099,400,0.12266628813573002,400,1
c3,A,26,0.31325,honest-dominant,1.0,3,620,0.21870438183384072,60,60,1.0,1,-0.7898327489546809,-0.7898327489546809,1,0.5769269324312903,0.12204113524567764,400,0.12266628813573002,400,1
c3,A,27,0.925525,honest-dominant,0.9915993625239728,0,1747,0.8084811924546891,0,0,,1,0.9469499184369901,0.9469499184369901,1,0.029612650013399425,0.12894116521967264,400,0.12266628813573002,400,1
c3,A,28,0.9996,honest-dominant,1.0,0,1999,0.18878971489606294,0,0,,1,-0.9249498434365215,-0.9249498434365215,1,0.5946514394621848,0.12786789884628932,400,0.12266628813573002,400,1
c3,A,29,0.9772,honest-dominant,1.0,0,1987,0.5538635987720725,4,4,1.0,1,0.23294620591378692,0.23294620591378692,1,0.264037539630517,0.05588392509502078,400,0.12266628813573002,400,1
c3,B,0,1.0,honest-dominant,1.0,0,2000,0.355302966491556,0,0,,1,-0.6182397389983686,-0.6182397389983686,1,0.43357334392413094,0.07557196876525375,400,0.12266628813573002,400,1
c3,B,1,1.0,honest-dominant,1.0,0,2000,0.24820145083181488,0,0,,1,-0.8703961899761873,-0.8703961899761873,1,0.5357469852938341,0.10492764073912578,400,0.12266628813573002,400,1
c3,B,2,0.894525,honest-dominant,1.0,0,1778,0.7136262468661038,0,0,,1,0.8477811111319445,0.8477811111319445,1,0.10451378761869273,0.09736041541253852,400,0.12266628813573002,400,1
c3,B,3,1.0,honest-dominant,1.0,0,2000,0.7121172464734219,0,0,,1,0.8137337108356927,0.8137337108356927,1,0.10999295095097804,0.09149185379450239,400,0.12266628813573002,400,1
c3,B,4,1.0,honest-dominant,1.0,0,2000,0.7057534807388934,0,0,,1,0.8140813380083625,0.8140813380083625,1,0.11240040594105638,0.09088595406258718,400,0.12266628813573002,400,1
c3,B,5,1.0,honest-dominant,1.0,0,2000,0.19380811949948457,0,0,,1,-0.9245527159544746,-0.9245527159544746,1,0.588990347323786,0.12537338321560784,400,0.12266628813573002,400,1
c3,B,6,1.0,honest-dominant,1.0,0,2000,0.456921757295161,0,0,,1,-0.36580841130257064,-0.36580841130257064,1,0.3515313706172563,0.06069401262738919,400,0.12266628813573002,400,1
c3,B,7,0.999975,honest-dominant,1.0,0,2000,0.8130772100834565,1,1,1.0,1,0.9393879961749761,0.9393879961749761,1,0.03125703191036739,0.1286976536468244,400,0.12266628813573002,400,1
c3,B,8,1.0,honest-dominant,1.0,0,2000,0.357219194204167,0,0,,1,-0.7253608460052875,-0.7253608460052875,1,0.43872755817237674,0.07807468859752069,400,0.12266628813573002,400,1
c3,B,9,1.0,honest-dominant,1.0,0,2000,0.4796865725224186,0,0,,1,-0.10097913111956948,-0.10097913111956948,1,0.31992764313853733,0.05361738985333075,400,0.12266628813573002,400,1
c3,B,10,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c3,B,11,0.999975,honest-dominant,1.0,0,2000,0.28978826314212586,0,0,,1,-0.7868756679729247,-0.7868756679729247,1,0.4899721791700331,0.09424492976407056,400,0.12266628813573002,400,1
c3,B,12,1.0,honest-dominant,1.0,0,2000,0.7982131090029483,0,0,,1,0.9249104681904261,0.9249104681904261,1,0.03738610441400034,0.12362043540084049,400,0.12266628813573002,400,1
c3,B,13,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c3,B,14,1.0,honest-dominant,1.0,0,2000,0.6805231780456283,0,0,,1,0.7879785498659366,0.7879785498659366,1,0.12901821524407106,0.08990079291610975,400,0.12266628813573002,400,1
c3,B,15,1.0,honest-dominant,1.0,0,2000,0.44802250297376034,0,0,,1,-0.2819966999793748,-0.2819966999793748,1,0.3482952104906809,0.05827952585823593,400,0.12266628813573002,400,1
c3,B,16,1.0,honest-dominant,1.0,0,2000,0.5883570816967242,0,0,,1,0.48351527197044974,0.48351527197044974,1,0.22733049926561322,0.059852024317792706,400,0.12266628813573002,400,1
c3,B,17,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c3,B,18,1.0,honest-dominant,1.0,0,2000,0.7055278326804124,0,0,,1,0.8312915080719253,0.8312915080719253,1,0.11227541760308885,0.08953886382999435,400,0.12266628813573002,400,1
c3,B,19,1.0,honest-dominant,1.0,0,2000,0.2482782064137634,0,0,,1,-0.8830581441134007,-0.8830581441134007,1,0.5419006257564551,0.1094001205884094,400,0.12266628813573002,400,1
c3,B,20,1.0,honest-dominant,1.0,0,2000,0.31889507527298144,0,0,,1,-0.7813597584984905,-0.7813597584984905,1,0.47827086695383747,0.09012788875416188,400,0.12266628813573002,400,1
c3,B,21,0.65385,honest-dominant,1.0,30,1234,0.8099729274803018,544,444,0.8161764705882353,1,0.9265209157557235,0.9265209157557235,1,0.0357426644404413,0.1281697472057283,400,0.12266628813573002,400,1
c3,B,22,1.0,honest-dominant,1.0,0,2000,0.21590374113078376,0,0,,1,-0.903096019350121,-0.903096019350121,1,0.5727927754785089,0.12025250404737456,400,0.12266628813573002,400,1
c3,B,23,1.0,honest-dominant,1.0,0,2000,0.546082208286493,0,0,,1,0.3141182757392233,0.3141182757392233,1,0.2557443620339393,0.05246391013929565,400,0.12266628813573002,400,1
c3,B,24,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c3,B,25,1.0,honest-dominant,1.0,0,2000,0.2135803745857742,0,0,,1,-0.8886462415390095,-0.8886462415390095,1,0.5695068489448118,0.1197781886983606,400,0.12266628813573002,400,1
c3,B,26,1.0,honest-dominant,1.0,0,2000,0.8130772100834565,0,0,,1,0.9397217482609265,0.9397217482609265,1,0.031216140618913996,0.1287636877321209,400,0.12266628813573002,400,1
c3,B,27,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c3,B,28,1.0,honest-dominant,1.0,0,2000,0.7433450123456964,0,0,,1,0.8767944799654996,0.8767944799654996,1,0.07885551474586851,0.10375205492462035,400,0.12266628813573002,400,1
c3,B,29,0.0,abstention,,3,0,0.5,60,60,1.0,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c4,A,0,0.999925,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.9227324545778409,-0.9227324545778409,1,0.5934789487758516,0.12716223155275466,400,0.12266628813573002,400,1
c4,A,1,0.4439,honest-dominant,1.0,0,891,0.19397234692202442,0,0,,1,-0.8708056925355783,-0.8708056925355783,1,0.5938844183464823,0.12644385862462382,400,0.12266628813573002,400,1
c4,A,2,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c4,A,3,0.99935,honest-dominant,1.0,0,2000,0.7849424634927827,1,1,1.0,1,0.9381578009862561,0.9381578009862561,1,0.039473015427301715,0.12122950585807116,400,0.12266628813573002,400,1
c4,A,4,0.085775,honest-dominant,1.0,0,175,0.25962834703975063,0,0,,1,-0.6086229913936962,-0.6086229913936962,1,0.5442646705093095,0.14692602863882723,400,0.12266628813573002,400,1
c4,A,5,0.9948,honest-dominant,1.0,0,2000,0.45673627501094066,0,0,,1,-0.3770335439596497,-0.3770335439596497,1,0.35056087179796286,0.057725236961247164,400,0.12266628813573002,400,1
c4,A,6,0.996275,honest-dominant,1.0,0,2000,0.6507618751460403,4,4,1.0,1,0.7138210863817899,0.7138210863817899,1,0.1555601068038973,0.08306609261086527,400,0.12266628813573002,400,1
c4,A,7,0.992275,honest-dominant,1.0,0,1999,0.3013151895858105,0,0,,1,-0.852827892674329,-0.852827892674329,1,0.5044012773124861,0.0952219900195775,400,0.12266628813573002,400,1
c4,A,8,0.3947,honest-dominant,1.0,0,804,0.43118807124924563,0,0,,1,-0.2544214651341571,-0.2544214651341571,1,0.37270418554630536,0.08803917017809995,400,0.12266628813573002,400,1
c4,A,9,0.8001,honest-dominant,1.0,0,1589,0.7887158472088347,0,0,,1,0.9115061969137306,0.9115061969137306,1,0.04276671488755556,0.12080197406988227,400,0.12266628813573002,400,1
c4,B,0,0.95995,honest-dominant,1.0,0,1921,0.2039999931409604,0,0,,1,-0.9263795398721241,-0.9263795398721241,1,0.5937088105034555,0.1253084425033781,400,0.12266628813573002,400,1
c4,B,1,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c4,B,2,1.0,honest-dominant,1.0,0,2000,0.26812985744795104,0,0,,1,-0.8561723510771941,-0.8561723510771941,1,0.5298047665430675,0.10349532476329125,400,0.12266628813573002,400,1
c4,B,3,1.0,honest-dominant,1.0,0,2000,0.5898681071071458,0,0,,1,0.5638458365364782,0.5638458365364782,1,0.20414461951162471,0.06652333492306728,400,0.12266628813573002,400,1
c4,B,4,0.991325,honest-dominant,1.0,0,1958,0.20167990402896446,0,0,,1,-0.9147460296626853,-0.9147460296626853,1,0.5874207387149423,0.12474926410526017,400,0.12266628813573002,400,1
c4,B,5,1.0,honest-dominant,1.0,0,2000,0.4940752493272401,0,0,,1,-0.14983781148632178,-0.14983781148632178,1,0.32116186963108895,0.05311930512154671,400,0.12266628813573002,400,1
c4,B,6,1.0,honest-dominant,1.0,0,2000,0.4164512698376547,0,0,,1,-0.45978118613241326,-0.45978118613241326,1,0.374940480644309,0.06603062721233931,400,0.12266628813573002,400,1
c4,B,7,1.0,honest-dominant,1.0,0,2000,0.7699883004035566,0,0,,1,0.9081936137100857,0.9081936137100857,1,0.04996839742240537,0.1156709521953848,400,0.12266628813573002,400,1
c4,B,8,1.0,honest-dominant,1.0,0,2000,0.7703228463288762,0,0,,1,0.9064614778842368,0.9064614778842368,1,0.051873319485112555,0.1136024132947715,400,0.12266628813573002,400,1
c4,B,9,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c5,A,0,0.154,honest-dominant,1.0,0,282,0.38762294819877735,0,0,,1,-0.3282871767948549,-0.3282871767948549,1,0.4142491912282128,0.148542550986956,400,0.12266628813573002,400,1
c5,A,1,1.0,adversarial-dominant,0.0,0,159,0.8177375547790355,0,0,,1,0.0003615022593891211,0.0003615022593891211,1,0.13679827056512806,0.1217750592296354,400,0.12266628813573002,400,1
c5,A,2,0.54675,honest-dominant,1.0,0,1108,0.2076249425827013,0,0,,1,-0.897189169932312,-0.897189169932312,1,0.5898282120101033,0.12349640662443538,400,0.12266628813573002,400,1
c5,A,3,1.0,honest-dominant,1.0,0,2000,0.7023254330816497,0,0,,1,0.8087019293870586,0.8087019293870586,1,0.11413395886511363,0.09189748837299198,400,0.12266628813573002,400,1
c5,A,4,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c5,A,5,0.162925,honest-dominant,1.0,0,329,0.7898968188354754,0,0,,1,0.751110381939887,0.751110381939887,1,0.07260673169411379,0.14457462570218396,400,0.12266628813573002,400,1
c5,A,6,1.0,honest-dominant,1.0,0,2000,0.6408781665802404,0,0,,1,0.6817017606360039,0.6817017606360039,1,0.165911897235336,0.08081669157629491,400,0.12266628813573002,400,1
c5,A,7,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c5,A,8,0.2375,honest-dominant,1.0,0,482,0.4023124405247803,0,0,,1,-0.2454544090900568,-0.2454544090900568,1,0.3831710964221291,0.1017470873124845,400,0.12266628813573002,400,1
c5,A,9,0.11175,honest-dominant,1.0,0,229,0.4594518976178551,0,0,,1,-0.09618003862524141,-0.09618003862524141,1,0.3363752985123313,0.15450616490119498,400,0.12266628813573002,400,1
c5,B,0,1.0,honest-dominant,1.0,0,2000,0.5963581033944572,0,0,,1,0.4959060994131213,0.4959060994131213,1,0.22532878237523998,0.06508869348359163,400,0.12266628813573002,400,1
c5,B,1,1.0,honest-dominant,1.0,0,2000,0.4795091312556483,0,0,,1,-0.09104081900511878,-0.09104081900511878,1,0.32744126988787536,0.05834789979827478,400,0.12266628813573002,400,1
c5,B,2,1.0,honest-dominant,1.0,0,2000,0.6283871925416057,0,0,,1,0.4949717810736317,0.4949717810736317,1,0.18745805591111375,0.08464958732282091,400,0.12266628813573002,400,1
c5,B,3,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c5,B,4,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c5,B,5,0.0,abstention,,0,0,0.5,0,0,,0,,,1,0.30242684572844797,0.0,1,0.12266628813573002,400,1
c5,B,6,1.0,honest-dominant,1.0,0,2000,0.188785809581536,0,0,,1,-0.924798904993156,-0.924798904993156,1,0.594403173909608,0.12775893499698046,400,0.12266628813573002,400,1
c5,B,7,1.0,honest-dominant,1.0,0,2000,0.8079949976254447,0,0,,1,0.9364039150244688,0.9364039150244688,1,0.03211037354632116,0.12780662040564564,400,0.12266628813573002,400,1
