config,arm,seed,participation_rate,basin,mean_ci_width,n_alpha_plus_beta,applied_evidence,all_scores_half,total_ratings_last_ep,rating_actions,total_actions,applied_per_agent_step,n_agents,rho_defined
c6,A,5,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,6,0.48845,honest-dominant,0.10075018547479635,187.57617829948353,183.57617829948353,0,989,19538,40000,0.4945,20,1
c6,A,7,0.204925,honest-dominant,0.1715166621543817,68.19148947914577,64.19148947914577,0,432,8197,40000,0.216,20,1
c6,A,8,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,9,0.4601,honest-dominant,0.19073200053924722,56.55848213534318,52.55848213534318,0,953,18404,40000,0.4765,20,1
c6,A,10,0.110025,honest-dominant,0.23303418235792597,41.33220305157569,37.33220305157569,0,198,4401,40000,0.099,20,1
c6,A,11,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,12,1.0,honest-dominant,0.07224639742319414,382.3924645368791,378.3924645368791,0,2000,40000,40000,1.0,20,1
c6,A,13,0.452125,honest-dominant,0.1126044680456324,161.20871516462526,157.20871516462526,0,898,18085,40000,0.449,20,1
c6,A,14,0.9576,honest-dominant,0.07274770871356659,370.16219554879206,366.16219554879206,0,1909,38304,40000,0.9545,20,1
c6,A,15,0.998475,honest-dominant,0.1355744205177623,110.4194321855415,106.4194321855415,0,2000,39939,40000,1.0,20,1
c6,A,16,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,17,0.10845,honest-dominant,0.34656867818596543,18.399442268939154,14.399442268939154,0,234,4338,40000,0.117,20,1
c6,A,18,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,19,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,20,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,21,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,22,0.07155,honest-dominant,0.3605937905776618,18.118392121067412,14.118392121067412,0,111,2862,40000,0.0555,20,1
c6,A,23,1.0,adversarial-dominant,0.3370588463148578,27.736810012669764,23.736810012669764,0,159,40000,40000,0.0795,20,1
c6,A,24,0.21875,honest-dominant,0.23599309046718578,34.79192738851188,30.79192738851188,0,364,8750,40000,0.182,20,1
c6,A,25,0.0367,honest-dominant,0.44478977708472256,11.408040903568702,7.408040903568702,0,67,1468,40000,0.0335,20,1
c6,A,26,0.1317,honest-dominant,0.3541600989958364,20.697319471587257,16.697319471587257,0,272,5268,40000,0.136,20,1
c6,A,27,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,A,29,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,0,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c6,B,1,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c6,B,2,1.0,honest-dominant,0.13355249210673062,124.25977334417064,120.25977334417064,0,2000,40000,40000,1.0,20,1
c6,B,3,1.0,honest-dominant,0.11466919506547135,262.06009478164685,258.06009478164685,0,2000,40000,40000,1.0,20,1
c6,B,4,1.0,honest-dominant,0.07122179996282292,389.06345778825556,385.06345778825556,0,2000,40000,40000,1.0,20,1
c6,B,5,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c6,B,6,1.0,honest-dominant,0.16318994359807537,117.23299744864653,113.23299744864653,0,2000,40000,40000,1.0,20,1
c6,B,7,1.0,honest-dominant,0.16207829005295604,115.64849401271174,111.64849401271174,0,2000,40000,40000,1.0,20,1
c6,B,8,0.937875,honest-dominant,0.13558816467123247,113.18885677558364,109.18885677558364,0,1869,37515,40000,0.9345,20,1
c6,B,9,1.0,honest-dominant,0.08657857955169389,315.65930168063824,311.65930168063824,0,2000,40000,40000,1.0,20,1
c6,B,10,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c6,B,11,1.0,honest-dominant,0.10761662178021407,320.993469092824,316.993469092824,0,2000,40000,40000,1.0,20,1
c6,B,12,1.0,honest-dominant,0.13306772203147618,121.01572882672103,117.01572882672103,0,2000,40000,40000,1.0,20,1
c6,B,13,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,14,1.0,honest-dominant,0.11118405727143484,286.5419950639075,282.5419950639075,0,2000,40000,40000,1.0,20,1
c6,B,15,1.0,honest-dominant,0.1685136338238174,128.17966489427909,124.17966489427909,0,1875,40000,40000,0.9375,20,1
c6,B,16,1.0,honest-dominant,0.0804768514495828,341.84630140522984,337.84630140522984,0,2000,40000,40000,1.0,20,1
c6,B,17,0.97935,honest-dominant,0.07075582913274447,386.14283762643805,382.14283762643805,0,1973,39174,40000,0.9865,20,1
c6,B,18,1.0,honest-dominant,0.11061174809084169,275.029436280034,271.029436280034,0,2000,40000,40000,1.0,20,1
c6,B,19,1.0,honest-dominant,0.11103556770874952,303.10314097988794,299.10314097988794,0,2000,40000,40000,1.0,20,1
c6,B,20,1.0,honest-dominant,0.10942694971554914,303.26114622965855,299.26114622965855,0,2000,40000,40000,1.0,20,1
c6,B,21,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,22,1.0,honest-dominant,0.09115598141847421,383.6250471151225,379.6250471151225,0,2000,40000,40000,1.0,20,1
c6,B,23,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,24,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c6,B,25,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,26,1.0,honest-dominant,0.1651579557891924,133.69611630032114,129.69611630032114,0,2000,40000,40000,1.0,20,1
c6,B,27,1.0,honest-dominant,0.11764824674627469,234.24653544883066,230.24653544883066,0,2000,40000,40000,1.0,20,1
c6,B,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c6,B,29,1.0,honest-dominant,0.1605456597124973,114.90782756138671,110.90782756138671,0,2000,40000,40000,1.0,20,1
c7,A,0,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,1,0.960375,honest-dominant,0.07337398069337282,382.7427063870099,378.7427063870099,0,1954,38415,40000,0.977,20,1
c7,A,2,0.38845,adversarial-dominant,0.4662271814323832,11.806130778633298,7.806130778633298,0,73,15538,40000,0.0365,20,1
c7,A,3,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,4,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,5,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,6,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,7,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,8,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,9,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,10,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,11,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,12,0.05455,honest-dominant,0.46563471193937966,11.416489648395686,7.416489648395686,0,105,2182,40000,0.0525,20,1
c7,A,13,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,14,0.62715,honest-dominant,0.16854014096617984,79.3559155400082,75.3559155400082,0,1264,25086,40000,0.632,20,1
c7,A,15,0.8305,honest-dominant,0.1419344021089044,100.79467263272842,96.79467263272842,0,1656,33220,40000,0.828,20,1
c7,A,16,0.06275,mixed,0.36053347000884567,17.06850088593177,13.068500885931769,0,142,2510,40000,0.071,20,1
c7,A,17,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,18,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,19,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,20,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,21,0.1434,honest-dominant,0.20134164505493013,68.18609647216469,64.18609647216469,0,389,5736,40000,0.1945,20,1
c7,A,22,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,23,0.044675,honest-dominant,0.4354326280684483,12.716490049901369,8.716490049901369,0,76,1787,40000,0.038,20,1
c7,A,24,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,25,0.4478,honest-dominant,0.16927561135458546,73.66004400853838,69.66004400853838,0,863,17912,40000,0.4315,20,1
c7,A,26,0.42135,honest-dominant,0.18143012811320905,68.4971233848041,64.4971233848041,0,839,16854,40000,0.4195,20,1
c7,A,27,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,A,29,1.0,adversarial-dominant,0.16952140921606546,35.03880360995178,31.038803609951778,0,159,40000,40000,0.0795,20,1
c7,B,0,1.0,honest-dominant,0.07125316489086196,389.17469228883175,385.17469228883175,0,2000,40000,40000,1.0,20,1
c7,B,1,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,2,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,B,3,0.998925,honest-dominant,0.13507526379145532,112.88903752001073,108.88903752001073,0,1998,39957,40000,0.999,20,1
c7,B,4,1.0,honest-dominant,0.15573900495707954,151.6610502608026,147.6610502608026,0,2000,40000,40000,1.0,20,1
c7,B,5,0.9967,honest-dominant,0.13543726895971359,111.31699393217767,107.31699393217767,0,1989,39868,40000,0.9945,20,1
c7,B,6,1.0,honest-dominant,0.10865955332606866,308.4884700573354,304.4884700573354,0,2000,40000,40000,1.0,20,1
c7,B,7,0.950075,honest-dominant,0.1703093674050647,122.28529753281713,118.28529753281713,0,1908,38003,40000,0.954,20,1
c7,B,8,1.0,honest-dominant,0.1355744205177623,110.4194321855415,106.4194321855415,0,2000,40000,40000,1.0,20,1
c7,B,9,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,10,0.951425,honest-dominant,0.07505398562120107,360.9292136990477,356.9292136990477,0,1920,38057,40000,0.96,20,1
c7,B,11,1.0,honest-dominant,0.14008381125750874,132.443331416503,128.443331416503,0,2000,40000,40000,1.0,20,1
c7,B,12,1.0,honest-dominant,0.13236450607602476,169.37155736741124,165.37155736741124,0,2000,40000,40000,1.0,20,1
c7,B,13,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,B,14,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,15,1.0,honest-dominant,0.11356379545994741,242.76102455843127,238.76102455843127,0,2000,40000,40000,1.0,20,1
c7,B,16,1.0,honest-dominant,0.09453079933046953,370.198885188192,366.198885188192,0,2000,40000,40000,1.0,20,1
c7,B,17,0.99955,honest-dominant,0.12317873192143225,175.75146931803218,171.75146931803218,0,2000,39982,40000,1.0,20,1
c7,B,18,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,19,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,B,20,1.0,honest-dominant,0.14664807815562614,157.09000306806098,153.09000306806098,0,2000,40000,40000,1.0,20,1
c7,B,21,0.9999,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,39996,40000,1.0,20,1
c7,B,22,0.9813,honest-dominant,0.13376181863347525,110.81797679386028,106.81797679386028,0,1951,39252,40000,0.9755,20,1
c7,B,23,1.0,honest-dominant,0.08979717766844938,385.15694636604695,381.15694636604695,0,2000,40000,40000,1.0,20,1
c7,B,24,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,25,1.0,honest-dominant,0.13102643994576893,190.64870719634007,186.64870719634007,0,2000,40000,40000,1.0,20,1
c7,B,26,1.0,honest-dominant,0.10521456859537714,338.8737547534331,334.8737547534331,0,2000,40000,40000,1.0,20,1
c7,B,27,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c7,B,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c7,B,29,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c8,A,0,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,1,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,2,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,3,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,4,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,5,1.0,honest-dominant,0.0864688369752652,384.58434447754996,380.58434447754996,0,2000,40000,40000,1.0,20,1
c8,A,6,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,7,0.985025,honest-dominant,0.0726089730230026,378.23871438681954,374.23871438681954,0,1972,39401,40000,0.986,20,1
c8,A,8,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,9,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,10,0.17625,honest-dominant,0.21902108588883068,40.81176566887094,36.81176566887094,0,336,7050,40000,0.168,20,1
c8,A,11,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,12,0.04855,honest-dominant,0.3780089333792632,16.47250722067462,12.472507220674618,0,93,1942,40000,0.0465,20,1
c8,A,13,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,14,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,15,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,16,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,17,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,18,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,19,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c8,A,20,1.0,adversarial-dominant,0.16952140921606546,35.03880360995178,31.038803609951778,0,159,40000,40000,0.0795,20,1
c8,A,21,0.091325,honest-dominant,0.317520900987987,22.34387734572779,18.34387734572779,0,190,3653,40000,0.095,20,1
c8,A,22,0.124525,honest-dominant,0.30722943926576085,24.234987024377972,20.234987024377972,0,243,4981,40000,0.1215,20,1
c8,A,23,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,24,0.11075,honest-dominant,0.31201413815308354,22.74384747044284,18.74384747044284,0,164,4430,40000,0.082,20,1
c8,A,25,0.14435,honest-dominant,0.2744782352216273,41.1690746261012,37.1690746261012,0,266,5774,40000,0.133,20,1
c8,A,26,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,27,0.099825,honest-dominant,0.3274861226374865,28.572551095873298,24.572551095873298,0,235,3993,40000,0.1175,20,1
c8,A,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,A,29,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,0,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,1,0.985775,honest-dominant,0.07197301727238935,383.4259580146408,379.4259580146408,0,1973,39431,40000,0.9865,20,1
c8,B,2,1.0,honest-dominant,0.15847590441635268,147.50037363123516,143.50037363123516,0,2000,40000,40000,1.0,20,1
c8,B,3,1.0,honest-dominant,0.072620019988269,387.9430235569163,383.9430235569163,0,2000,40000,40000,1.0,20,1
c8,B,4,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,5,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,6,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,7,1.0,honest-dominant,0.10760180790971566,321.0790577597701,317.0790577597701,0,2000,40000,40000,1.0,20,1
c8,B,8,0.999975,honest-dominant,0.1366993729511658,110.51193494061157,106.51193494061157,0,2000,39999,40000,1.0,20,1
c8,B,9,1.0,honest-dominant,0.0730602732554157,388.2341530099901,384.2341530099901,0,2000,40000,40000,1.0,20,1
c8,B,10,1.0,honest-dominant,0.1427402591785028,172.8048733849797,168.8048733849797,0,2000,40000,40000,1.0,20,1
c8,B,11,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c8,B,12,1.0,honest-dominant,0.09418319148825165,373.8270477038231,369.8270477038231,0,2000,40000,40000,1.0,20,1
c8,B,13,1.0,honest-dominant,0.1587110637887909,114.27741893889208,110.27741893889208,0,2000,40000,40000,1.0,20,1
c8,B,14,1.0,honest-dominant,0.10144887425857414,360.0542325911018,356.0542325911018,0,2000,40000,40000,1.0,20,1
c8,B,15,0.89555,honest-dominant,0.07456178649635116,355.9663748434491,351.9663748434491,0,1852,35822,40000,0.926,20,1
c8,B,16,0.995325,honest-dominant,0.16365954719099846,136.55181088259945,132.55181088259945,0,1993,39813,40000,0.9965,20,1
c8,B,17,1.0,honest-dominant,0.09906384500044416,363.533666535511,359.533666535511,0,2000,40000,40000,1.0,20,1
c8,B,18,1.0,honest-dominant,0.09467728741113636,378.9467545400263,374.9467545400263,0,2000,40000,40000,1.0,20,1
c8,B,19,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c8,B,20,1.0,honest-dominant,0.13503410866108764,143.85838214127284,139.85838214127284,0,2000,40000,40000,1.0,20,1
c8,B,21,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,22,0.9985,honest-dominant,0.09299171790067289,369.47306461073873,365.47306461073873,0,2000,39940,40000,1.0,20,1
c8,B,23,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c8,B,24,1.0,honest-dominant,0.1355744205177623,110.4194321855415,106.4194321855415,0,2000,40000,40000,1.0,20,1
c8,B,25,1.0,honest-dominant,0.11317183328213494,262.9766606078649,258.9766606078649,0,2000,40000,40000,1.0,20,1
c8,B,26,1.0,honest-dominant,0.08731907274528838,342.6721362446509,338.6721362446509,0,2000,40000,40000,1.0,20,1
c8,B,27,1.0,honest-dominant,0.13389761891452098,187.97039714845295,183.97039714845295,0,2000,40000,40000,1.0,20,1
c8,B,28,0.999975,honest-dominant,0.15472333924358192,153.51574559898788,149.51574559898788,0,2000,39999,40000,1.0,20,1
c8,B,29,0.99755,honest-dominant,0.16014606409340576,113.28571287683761,109.28571287683761,0,1993,39902,40000,0.9965,20,1
c9,A,0,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,1,0.1121,honest-dominant,0.34039684617987354,19.816388014737743,15.816388014737743,0,198,4484,40000,0.099,20,1
c9,A,2,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,3,0.07145,honest-dominant,0.32585857845944616,21.870501534568906,17.870501534568906,0,219,2858,40000,0.1095,20,1
c9,A,4,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,5,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,6,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,7,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,8,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,9,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,10,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,11,0.9966,honest-dominant,0.08704056453293273,326.2279111449057,322.2279111449057,0,1976,39864,40000,0.988,20,1
c9,A,12,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,13,0.106275,honest-dominant,0.35410042780897205,18.0459791870518,14.045979187051799,0,227,4251,40000,0.1135,20,1
c9,A,14,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,15,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,16,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,17,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,18,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,19,0.723075,honest-dominant,0.08270386138588312,286.41301357010485,282.41301357010485,0,1443,28923,40000,0.7215,20,1
c9,A,20,0.1155,honest-dominant,0.255802227466946,33.72111831198135,29.72111831198135,0,281,4620,40000,0.1405,20,1
c9,A,21,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,22,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,23,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,24,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,25,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,26,0.070475,honest-dominant,0.3115027227497519,21.494819089900858,17.494819089900858,0,181,2819,40000,0.0905,20,1
c9,A,27,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,28,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,A,29,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,B,0,1.0,honest-dominant,0.11198241277000731,278.92724894204775,274.92724894204775,0,2000,40000,40000,1.0,20,1
c9,B,1,0.975275,honest-dominant,0.07241686468224959,378.55016928590686,374.55016928590686,0,1949,39011,40000,0.9745,20,1
c9,B,2,0.99995,honest-dominant,0.13508047984899457,112.34918417480132,108.34918417480132,0,2000,39998,40000,1.0,20,1
c9,B,3,1.0,honest-dominant,0.09185378204143721,293.82044055963985,289.82044055963985,0,2000,40000,40000,1.0,20,1
c9,B,4,0.998125,honest-dominant,0.14176708117829212,151.4433996039161,147.4433996039161,0,1997,39925,40000,0.9985,20,1
c9,B,5,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c9,B,6,1.0,honest-dominant,0.08505127082032692,387.7442215495206,383.7442215495206,0,2000,40000,40000,1.0,20,1
c9,B,7,1.0,honest-dominant,0.13250577699538352,123.91865469508849,119.91865469508849,0,2000,40000,40000,1.0,20,1
c9,B,8,1.0,honest-dominant,0.12710504769238587,145.69395455310533,141.69395455310533,0,2000,40000,40000,1.0,20,1
c9,B,9,1.0,honest-dominant,0.13846455796702606,180.0265566128639,176.0265566128639,0,2000,40000,40000,1.0,20,1
c9,B,10,0.999925,honest-dominant,0.1355744205177623,110.4194321855415,106.4194321855415,0,2000,39997,40000,1.0,20,1
c9,B,11,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,B,12,1.0,honest-dominant,0.16619050246483755,132.2423843933457,128.2423843933457,0,2000,40000,40000,1.0,20,1
c9,B,13,1.0,honest-dominant,0.13608824852545387,117.60380625469702,113.60380625469702,0,2000,40000,40000,1.0,20,1
c9,B,14,1.0,honest-dominant,0.09363470210879178,288.2112683799773,284.2112683799773,0,2000,40000,40000,1.0,20,1
c9,B,15,1.0,honest-dominant,0.101288507159035,359.7498919425472,355.7498919425472,0,2000,40000,40000,1.0,20,1
c9,B,16,1.0,honest-dominant,0.16327035825913902,116.52910361694877,112.52910361694877,0,2000,40000,40000,1.0,20,1
c9,B,17,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,B,18,0.99975,honest-dominant,0.13427344602122665,188.004006320149,184.004006320149,0,2000,39990,40000,1.0,20,1
c9,B,19,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,B,20,0.999425,honest-dominant,0.0719961100113902,387.3490893862101,383.3490893862101,0,1998,39977,40000,0.999,20,1
c9,B,21,1.0,honest-dominant,0.14592555356246095,169.4335727435314,165.4335727435314,0,2000,40000,40000,1.0,20,1
c9,B,22,1.0,honest-dominant,0.11088166782332891,273.5944249191385,269.5944249191385,0,2000,40000,40000,1.0,20,1
c9,B,23,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c9,B,24,1.0,honest-dominant,0.0795168866082679,377.3756450835845,373.3756450835845,0,2000,40000,40000,1.0,20,1
c9,B,25,1.0,honest-dominant,0.11460110067622123,253.71983666780417,249.71983666780417,0,2000,40000,40000,1.0,20,1
c9,B,26,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c9,B,27,1.0,honest-dominant,0.08848828330182332,306.6510066076647,302.6510066076647,0,2000,40000,40000,1.0,20,1
c9,B,28,1.0,honest-dominant,0.15946732265946134,114.33938551600981,110.33938551600981,0,2000,40000,40000,1.0,20,1
c9,B,29,1.0,honest-dominant,0.07112738405741877,389.215753422146,385.215753422146,0,2000,40000,40000,1.0,20,1
c10,A,0,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c10,A,1,1.0,adversarial-dominant,0.34159152155789624,26.459758717358422,22.459758717358422,0,159,40000,40000,0.0795,20,1
c10,A,2,0.056575,honest-dominant,0.36243042162611044,15.175183279181372,11.175183279181372,0,106,2263,40000,0.053,20,1
c10,A,3,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c10,A,4,1.0,adversarial-dominant,0.3680591028734324,13.53228425831297,9.53228425831297,0,159,40000,40000,0.0795,20,1
c10,A,5,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c10,A,6,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c10,A,7,1.0,adversarial-dominant,0.35797539712733084,15.371623685920946,11.371623685920946,0,159,40000,40000,0.0795,20,1
c10,A,8,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
c10,A,9,0.0,abstention,0.699928582359657,4.0,0.0,1,0,0,40000,0.0,20,0
