config,arm,seed,rho,tau_a,score_std,collapsed
c8,A,5,0.8444587778673616,0.6603508771929825,0.09644457409340526,0
c8,A,6,,0.0,0.0,1
c8,A,7,0.9474434215213844,0.8032080200501253,0.12842742939397944,0
c8,A,8,,0.0,0.0,1
c8,A,9,,0.0,0.0,1
c8,A,10,-0.767781861136632,-0.5734085213032581,0.14766880241201394,0
c8,A,11,,0.0,0.0,1
c8,A,12,-0.4648926381384193,-0.31819548872180453,0.1679771345400578,0
c8,A,13,,0.0,0.0,1
c8,A,14,,0.0,0.0,1
c8,A,15,,0.0,0.0,1
c8,A,16,,0.0,0.0,1
c8,A,17,,0.0,0.0,1
c8,A,18,,0.0,0.0,1
c8,A,19,0.9397217482609265,0.7923809523809524,0.1287636877321209,0
c8,A,20,-0.014150338439615245,-0.010350877192982456,0.025375939157202633,0
c8,A,21,0.645752657032741,0.46289473684210525,0.15879241820179296,0
c8,A,22,-0.6762844767779798,-0.4895488721804511,0.14645175491748536,0
c8,A,23,,0.0,0.0,1
c8,A,24,0.6572291076819229,0.4749624060150376,0.16161315109683305,0
c8,A,25,-0.30585584909905683,-0.2049624060150376,0.13288433906491187,0
c8,A,26,,0.0,0.0,1
c8,A,27,0.15560778504865652,0.10501253132832081,0.14387372043289876,0
c8,A,28,,0.0,0.0,1
c8,A,29,,0.0,0.0,1
c8,B,0,,0.0,0.0,1
c8,B,1,0.9380263626647666,0.7885964912280702,0.12881030246330097,0
c8,B,2,0.07307351920949505,0.04974937343358396,0.05663003172890395,0
c8,B,3,0.9355777848611553,0.7850375939849624,0.1268988767971942,0
c8,B,4,,0.0,0.0,1
c8,B,5,,0.0,0.0,1
c8,B,6,,0.0,0.0,1
c8,B,7,-0.29117581984887403,-0.19834586466165413,0.05388567635170847,0
c8,B,8,-0.9231573322333264,-0.7638095238095238,0.12689855165823505,0
c8,B,9,0.9433272082950518,0.7960902255639097,0.12848016374215573,0
c8,B,10,0.5285440534003337,0.36794486215538846,0.0638917551247266,0
c8,B,11,0.9410410065062905,0.7944862155388471,0.1272892044309743,0
c8,B,12,0.5414167588547428,0.3877443609022556,0.08884657853258891,0
c8,B,13,-0.8155363471021694,-0.6273182957393484,0.09900942288518172,0
c8,B,14,0.4499201245007781,0.31160401002506266,0.055415096321792395,0
c8,B,15,0.9370554815967599,0.7864661654135339,0.12959387961364893,0
c8,B,16,-0.20649747810923816,-0.13882205513784462,0.06027078025409507,0
c8,B,17,0.5008771304820655,0.3497243107769424,0.06591580449967306,0
c8,B,18,0.6994241839011492,0.5129573934837093,0.07360110806055294,0
c8,B,19,0.9397217482609265,0.7923809523809524,0.1287636877321209,0
c8,B,20,-0.8799883749273433,-0.7024812030075188,0.11033484046868182,0
c8,B,21,,0.0,0.0,1
c8,B,22,0.7783162394764966,0.5835839598997494,0.08250708754186944,0
c8,B,23,,0.0,0.0,1
c8,B,24,-0.924798904993156,-0.7687468671679198,0.12775893499698046,0
c8,B,25,-0.700500253126582,-0.5113784461152883,0.07706096334436108,0
c8,B,26,0.8909376933605835,0.7150877192982457,0.11173167927678715,0
c8,B,27,0.6974940468377926,0.5063408521303259,0.07561717830862412,0
c8,B,28,0.15861192882455513,0.10902255639097744,0.06116398119703791,0
c8,B,29,-0.8323280145500909,-0.641453634085213,0.09395567314016405,0
c9,A,0,,0.0,0.0,1
c9,A,1,-0.5997922487015543,-0.4272932330827068,0.1417703405989566,0
c9,A,2,,0.0,0.0,1
c9,A,3,0.5895728706427786,0.4193609022556391,0.16263252337264206,0
c9,A,4,,0.0,0.0,1
c9,A,5,,0.0,0.0,1
c9,A,6,,0.0,0.0,1
c9,A,7,,0.0,0.0,1
c9,A,8,,0.0,0.0,1
c9,A,9,,0.0,0.0,1
c9,A,10,,0.0,0.0,1
c9,A,11,0.9053424708904431,0.7365413533834586,0.11592949389473137,0
c9,A,12,,0.0,0.0,1
c9,A,13,-0.6555475971724823,-0.4680200501253133,0.13784774678936673,0
c9,A,14,,0.0,0.0,1
c9,A,15,,0.0,0.0,1
c9,A,16,,0.0,0.0,1
c9,A,17,,0.0,0.0,1
c9,A,18,,0.0,0.0,1
c9,A,19,0.9294673091706823,0.7780200501253133,0.13200461051141674,0
c9,A,20,0.7010325689535558,0.5104010025062656,0.14844875580468866,0
c9,A,21,,0.0,0.0,1
c9,A,22,,0.0,0.0,1
c9,A,23,,0.0,0.0,1
c9,A,24,,0.0,0.0,1
c9,A,25,,0.0,0.0,1
c9,A,26,0.583749085931787,0.4073934837092732,0.1623006942368976,0
c9,A,27,,0.0,0.0,1
c9,A,28,,0.0,0.0,1
c9,A,29,,0.0,0.0,1
c9,B,0,-0.6375836723979524,-0.4585714285714286,0.0710531253569283,0
c9,B,1,0.9377638610241313,0.7885714285714286,0.12960604001480092,0
c9,B,2,-0.9238878367989799,-0.7680701754385965,0.1272164457155133,0
c9,B,3,0.9059608497553109,0.7356140350877193,0.1140434711824984,0
c9,B,4,-0.8167920424502652,-0.6305513784461153,0.09111500335040337,0
c9,B,5,0.9397217482609265,0.7923809523809524,0.1287636877321209,0
c9,B,6,0.8683006768792305,0.6875187969924812,0.09989087289523281,0
c9,B,7,-0.9138960868505428,-0.7493734335839599,0.12296109752340736,0
c9,B,8,-0.9008079425496408,-0.7291979949874686,0.11863432554343933,0
c9,B,9,0.5970830442690267,0.42235588972431076,0.06912932859483979,0
c9,B,10,-0.9244490278064237,-0.7680701754385965,0.12772545329051893,0
c9,B,11,,0.0,0.0,1
c9,B,12,-0.2876014850092813,-0.19413533834586466,0.059969161188087934,0
c9,B,13,-0.9305285658035362,-0.7741854636591479,0.12261419878874949,0
c9,B,14,0.9161824761404758,0.7493984962406015,0.11470440391981632,0
c9,B,15,0.42879567997299983,0.2962155388471178,0.056470683482417836,0
c9,B,16,-0.7461877261732885,-0.5580451127819549,0.08762944923648597,0
c9,B,17,,0.0,0.0,1
c9,B,18,0.6285943037143982,0.4450125313283208,0.07484305058610272,0
c9,B,19,,0.0,0.0,1
c9,B,20,0.9473414208838805,0.8054135338345865,0.1271987394020214,0
c9,B,21,-0.38919393246207784,-0.2658395989974937,0.05696639110891196,0
c9,B,22,0.7255239720248251,0.5359649122807018,0.08077933499662149,0
c9,B,23,0.9397217482609265,0.7923809523809524,0.1287636877321209,0
c9,B,24,0.9051202820017624,0.7319548872180451,0.11519240593008194,0
c9,B,25,-0.7261586634916467,-0.53468671679198,0.07818056866530887,0
c9,B,26,,0.0,0.0,1
c9,B,27,0.9169891061819135,0.7519047619047619,0.11649695824216355,0
c9,B,28,-0.8188262426640165,-0.6305263157894737,0.09714675898741736,0
c9,B,29,0.9397217482609265,0.7923809523809524,0.1287636877321209,0
